name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,source_file,file_type,tempmax,tempmin,feelslikemax,feelslikemin,precipcover,sunrise,sunset,moonphase,description
"Bhopal, Madhya Pradesh, India",2024-04-03 17:00:00,98.8,94.8,44.4,15.72,0.0,0,,0,0.0,18.3,12.5,211.0,1005.9,49.5,3.2,529.1,1.9,5,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-03 18:00:00,93.2,88.8,37.4,14.25,0.0,0,,0,0.0,17.4,5.8,210.0,1009.0,0.0,3.7,290.2,1.0,3,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-03 19:00:00,91.4,87.5,42.8,18.59,0.0,0,,0,0.0,12.8,5.8,130.0,1010.0,0.0,3.7,75.7,0.3,0,,Clear,clear-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-03 20:00:00,87.8,84.5,44.3,22.02,0.0,0,,0,0.0,8.5,3.4,140.0,1009.0,55.4,3.2,0.1,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-03 21:00:00,86.0,83.0,42.8,22.05,0.0,0,,0,0.0,8.5,6.7,160.0,1011.0,0.0,3.7,0.0,0.0,0,,Clear,clear-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-03 22:00:00,86.0,82.8,39.2,19.18,0.0,0,,0,0.0,7.8,8.1,210.0,1011.0,0.0,3.7,0.0,0.0,0,,Clear,clear-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-03 23:00:00,84.2,81.5,40.0,20.99,0.0,0,,0,0.0,8.1,6.9,225.0,1009.6,50.0,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 00:00:00,81.8,80.5,49.0,31.96,0.0,0,,0,0.0,8.9,6.5,268.8,1009.0,19.1,,0.0,0.0,0,,Clear,clear-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 01:00:00,82.1,80.5,47.2,29.53,0.0,0,,0,0.0,12.1,7.2,287.2,1009.0,20.6,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 02:00:00,82.5,80.8,47.9,29.99,0.0,0,,0,0.0,12.8,8.1,200.0,1007.1,64.4,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,42667099999,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 03:00:00,79.6,79.6,48.6,33.84,0.0,0,,0,0.0,13.6,8.1,302.8,1009.0,86.7,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 04:00:00,75.5,75.5,49.5,40.12,0.0,0,,0,0.0,13.9,8.7,307.8,1008.0,91.5,,0.0,0.0,0,,Overcast,cloudy,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 05:00:00,75.0,75.0,40.7,29.05,0.0,0,,0,0.0,13.9,6.9,235.0,1009.0,27.3,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 06:00:00,75.2,75.2,41.0,29.26,0.0,0,,0,0.0,13.6,3.4,200.0,1011.0,36.6,3.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 07:00:00,78.8,78.8,41.0,25.98,0.0,0,,0,0.0,12.5,4.7,180.0,1011.0,50.0,3.7,4.0,0.0,0,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 08:00:00,83.5,81.2,45.1,26.16,0.0,0,,0,0.0,13.2,8.9,230.0,1010.7,44.9,3.2,127.2,0.5,1,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 09:00:00,80.9,80.5,54.1,39.64,0.0,0,,0,0.0,16.1,8.9,313.4,1011.0,33.0,,358.4,1.3,4,,Partially cloudy,partly-cloudy-day,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 10:00:00,91.4,87.5,42.8,18.59,0.0,0,,0,0.0,18.8,9.2,270.0,1013.0,0.0,3.7,586.8,2.1,6,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 11:00:00,93.2,89.2,42.8,17.6,0.0,0,,0,0.0,20.6,4.7,230.0,1011.0,30.0,3.1,769.8,2.8,8,,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 12:00:00,96.8,92.2,39.2,13.69,0.0,0,,0,0.0,20.6,11.4,230.0,1012.0,0.0,3.7,911.2,3.3,9,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 13:00:00,96.8,92.2,39.2,13.69,0.0,0,,0,0.0,19.7,4.7,160.0,1011.0,0.0,3.7,958.1,3.4,10,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 14:00:00,98.6,94.0,40.2,13.47,0.0,0,,0,0.0,20.8,10.3,186.0,1008.0,30.2,3.1,952.5,3.4,10,,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 15:00:00,96.8,92.1,37.4,12.76,0.0,0,,0,0.0,21.3,17.2,250.0,1009.0,27.3,3.7,871.2,3.1,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 16:00:00,96.8,92.1,37.4,12.76,0.0,0,,0,0.0,21.5,8.1,230.0,1009.0,27.3,3.7,718.1,2.6,7,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 17:00:00,95.9,91.9,44.6,17.32,0.0,0,,0,0.0,21.3,15.8,235.0,1007.1,39.8,3.2,515.5,1.9,5,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 18:00:00,91.4,87.4,41.0,17.35,0.0,0,,0,0.0,20.6,6.9,250.0,1010.0,0.0,3.7,274.6,1.0,3,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 19:00:00,86.0,83.0,42.8,22.05,0.0,0,,0,0.0,16.8,4.7,260.0,1011.0,27.3,3.7,70.5,0.3,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 20:00:00,85.1,82.9,50.0,29.81,0.0,0,,0,0.0,10.1,2.2,275.0,1009.6,30.0,3.2,0.1,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 21:00:00,82.4,80.5,44.6,26.52,0.0,0,,0,0.0,9.4,3.4,280.0,1012.0,0.0,3.7,0.0,0.0,0,,Clear,clear-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 22:00:00,82.4,80.5,44.6,26.52,0.0,0,,0,0.0,8.7,4.7,270.0,1012.0,0.0,3.7,0.0,0.0,0,,Clear,clear-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-04 23:00:00,80.1,79.3,46.6,30.85,0.0,0,,0,0.0,8.1,5.8,245.0,1010.8,80.8,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 00:00:00,80.0,80.0,52.2,38.22,0.0,0,,0,0.0,8.3,4.5,311.7,1010.0,79.7,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 01:00:00,78.7,78.7,51.5,38.79,0.0,0,,0,0.0,8.3,4.5,304.4,1010.0,74.6,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 02:00:00,74.0,74.0,46.7,37.79,0.0,0,,0,0.0,7.6,3.4,250.0,1008.9,63.2,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,42667099999,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 03:00:00,75.8,75.8,51.2,42.1,0.0,0,,0,0.0,8.5,5.1,297.8,1009.0,72.7,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 04:00:00,72.8,72.8,52.1,48.22,0.0,0,,0,0.0,9.2,6.7,299.2,1009.0,77.8,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 05:00:00,73.6,73.6,46.5,38.07,0.0,0,,0,0.0,9.4,6.9,225.0,1010.1,83.1,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 06:00:00,71.6,71.6,44.6,37.92,0.0,0,,0,0.0,9.4,3.4,220.0,1012.0,0.0,3.7,0.0,0.0,0,,Clear,clear-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 07:00:00,77.0,77.0,46.4,33.88,0.0,0,,0,0.0,9.8,4.7,220.0,1012.0,0.0,3.7,4.4,0.0,0,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 08:00:00,81.8,80.4,47.9,30.65,0.0,0,,0,0.0,13.2,3.3,230.0,1011.6,32.0,3.2,124.6,0.4,1,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 09:00:00,87.8,84.7,46.4,23.88,0.0,0,,0,0.0,17.4,9.2,240.0,1013.0,27.3,3.7,357.1,1.3,4,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 10:00:00,89.6,86.4,48.2,24.14,0.0,0,,0,0.0,20.4,10.3,240.0,1013.0,0.0,3.7,589.9,2.1,6,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 11:00:00,91.9,88.7,48.9,23.02,0.0,0,,0,0.0,21.3,9.1,255.0,1010.4,10.0,3.1,780.1,2.8,8,,Clear,clear-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 12:00:00,93.2,89.6,46.4,20.16,0.0,0,,0,0.0,20.8,5.8,270.0,1011.0,0.0,3.7,917.5,3.3,9,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 13:00:00,95.0,91.3,46.4,19.07,0.0,0,,0,0.0,17.4,4.7,260.0,1010.0,0.0,3.7,972.6,3.5,10,,Clear,clear-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 14:00:00,96.1,92.3,45.7,17.95,0.0,0,,0,0.0,18.8,11.4,255.0,1006.8,40.1,3.1,956.2,3.4,10,,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 15:00:00,96.8,92.6,42.8,15.73,0.0,0,,0,0.0,20.1,10.3,290.0,1009.0,27.3,3.7,870.6,3.1,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 16:00:00,96.8,92.2,39.2,13.69,0.0,0,,0,0.0,20.4,10.3,220.0,1008.0,27.3,3.7,719.3,2.6,7,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 17:00:00,97.3,93.2,43.7,16.04,0.0,0,,0,0.0,20.1,13.6,225.0,1005.8,45.3,3.2,516.6,1.9,5,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 18:00:00,91.4,87.3,39.2,16.18,0.0,0,,0,0.0,19.5,9.2,250.0,1009.0,88.9,3.7,290.9,1.0,3,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 19:00:00,89.6,86.2,46.4,22.56,0.0,0,,0,0.0,16.3,6.9,280.0,1010.0,88.9,3.7,80.0,0.3,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 20:00:00,86.8,83.8,45.1,23.47,0.0,0,,0,0.0,10.1,6.9,270.0,1009.2,50.0,3.2,0.2,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 21:00:00,84.2,81.4,39.2,20.32,0.0,0,,0,0.0,9.2,5.8,240.0,1011.0,50.0,3.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 22:00:00,85.6,83.6,52.6,32.33,0.0,0,,0,0.0,8.3,4.7,321.4,1009.0,88.3,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-05 23:00:00,80.0,78.9,41.1,25.04,0.0,0,,0,0.0,7.6,4.7,230.0,1009.9,50.0,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 00:00:00,80.3,80.2,54.2,40.61,0.0,0,,0,0.0,7.8,5.1,297.1,1009.0,93.0,,0.0,0.0,0,,Overcast,cloudy,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 01:00:00,80.0,80.0,53.3,39.76,0.0,0,,0,0.0,9.2,5.6,292.1,1009.0,86.5,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 02:00:00,77.3,77.3,41.6,27.99,0.0,0,,0,0.0,10.5,9.2,230.0,1008.8,50.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,42667099999,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 03:00:00,79.4,79.4,52.4,39.16,0.0,0,,0,0.0,12.3,7.2,298.2,1009.0,80.6,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 04:00:00,74.6,74.6,52.2,45.69,0.0,0,,0,0.0,13.0,7.6,300.9,1009.0,80.8,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 05:00:00,73.2,73.2,42.6,33.29,0.0,0,,0,0.0,13.0,5.8,230.0,1010.1,50.0,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 06:00:00,73.4,73.4,42.8,33.32,0.0,0,,0,0.0,12.8,5.8,210.0,1011.0,50.0,3.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 07:00:00,78.5,78.5,53.3,41.69,0.0,0,,0,0.0,12.8,8.1,304.8,1009.0,12.5,,4.8,0.0,0,,Clear,clear-day,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 08:00:00,79.7,79.7,47.1,31.8,0.0,0,,0,0.0,14.5,10.7,245.0,1010.7,54.5,3.2,118.2,0.4,1,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 09:00:00,86.0,83.1,44.6,23.62,0.0,0,,0,0.0,18.3,3.4,240.0,1013.0,50.0,3.7,346.0,1.2,3,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 10:00:00,89.6,85.8,41.0,18.35,0.0,0,,0,0.0,19.5,10.3,240.0,1013.0,88.9,3.7,587.6,2.1,6,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 11:00:00,92.2,88.3,42.8,18.13,0.0,0,,0,0.0,19.5,6.9,195.0,1009.9,74.8,3.1,774.1,2.8,8,,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 12:00:00,95.0,90.5,37.4,13.48,0.0,0,,0,0.0,19.7,4.7,200.0,1011.0,50.0,3.7,881.0,3.2,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 13:00:00,96.8,92.0,35.6,11.88,0.0,0,,0,0.0,18.6,13.9,250.0,1010.0,50.0,3.7,975.2,3.5,10,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 14:00:00,97.1,92.9,43.7,16.14,0.0,0,,0,0.0,19.5,14.9,225.0,1012.1,54.6,3.1,921.9,3.3,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 15:00:00,95.0,90.5,37.4,13.48,0.0,0,,0,0.0,19.7,12.8,250.0,1008.0,50.0,3.7,861.6,3.1,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 16:00:00,95.0,90.5,37.4,13.48,0.0,0,,0,0.0,19.5,5.8,225.0,1008.0,27.3,3.7,666.7,2.4,7,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 17:00:00,94.2,90.1,42.9,17.09,0.0,0,,0,0.0,19.7,14.7,275.0,1005.9,36.9,3.2,512.0,1.8,5,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 18:00:00,89.6,85.7,37.4,15.95,0.0,0,,0,0.0,19.2,11.4,260.0,1009.0,50.0,3.7,278.3,1.0,3,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 19:00:00,86.0,82.7,35.6,16.65,0.0,0,,0,0.0,14.3,6.9,250.0,1009.0,50.0,3.7,77.8,0.3,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 20:00:00,84.1,81.5,41.9,22.63,0.0,0,,0,0.0,8.9,5.8,255.0,1008.3,45.4,3.2,0.2,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 21:00:00,84.2,81.6,42.8,23.36,0.0,0,,0,0.0,8.7,2.2,120.0,1011.0,50.0,3.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 22:00:00,84.3,82.5,51.2,31.92,0.0,0,,0,0.0,9.4,5.6,289.4,1008.0,20.1,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-06 23:00:00,82.2,80.8,49.2,31.66,0.0,0,,0,0.0,10.7,0.0,0.0,1009.4,63.9,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 00:00:00,81.9,80.8,50.6,33.75,0.0,0,,0,0.0,11.4,4.5,287.6,1009.0,51.0,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 01:00:00,80.7,80.0,50.3,34.69,0.0,0,,0,0.0,7.4,4.3,286.5,1008.0,49.8,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 02:00:00,76.7,76.7,56.6,49.77,0.0,0,,0,0.0,6.9,3.4,230.0,1007.2,80.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,42667099999,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 03:00:00,78.2,78.2,53.1,41.91,0.0,0,,0,0.0,6.9,4.0,280.4,1008.0,36.6,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 04:00:00,75.3,75.3,52.8,45.5,0.0,0,,0,0.0,7.6,4.5,319.1,1007.0,32.6,,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,remote,April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 05:00:00,75.2,75.2,45.3,34.46,0.0,0,,0,0.0,10.1,3.4,270.0,1008.2,84.3,3.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 06:00:00,73.4,73.4,42.8,33.32,0.0,0,,0,0.0,11.9,11.4,300.0,1009.0,50.0,3.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 07:00:00,77.0,77.0,46.4,33.88,0.0,0,,0,0.0,12.1,2.2,220.0,1011.0,88.9,3.7,5.4,0.0,0,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 08:00:00,78.0,78.0,54.9,44.97,0.0,0,,0,0.0,9.6,3.3,141.0,1010.7,64.1,2.9,123.8,0.4,1,,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 09:00:00,80.6,79.9,50.0,34.45,0.0,0,,0,0.0,10.1,4.7,190.0,1012.0,50.0,3.1,348.7,1.3,3,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 10:00:00,87.8,84.4,42.8,20.82,0.0,0,,0,0.0,10.7,3.4,310.0,1012.0,50.0,3.1,522.6,1.9,5,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 11:00:00,89.9,86.5,46.9,22.76,0.0,0,,0,0.0,11.4,5.7,315.0,1010.3,54.5,3.1,705.7,2.5,7,,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 12:00:00,89.6,85.9,42.8,19.67,0.0,0,,0,0.0,12.8,2.2,140.0,1011.0,50.0,3.7,759.0,2.7,8,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 13:00:00,93.2,89.2,42.8,17.58,0.0,0,,0,0.0,13.0,5.8,140.0,1010.0,50.0,3.7,850.3,3.1,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 14:00:00,92.3,88.1,39.2,15.77,0.0,0,,0,0.0,17.2,5.8,105.0,1007.3,74.8,3.1,912.4,3.3,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 15:00:00,95.0,90.7,41.0,15.51,0.0,0,,0,0.0,19.5,6.9,190.0,1008.0,88.9,3.7,858.7,3.1,9,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
"Bhopal, Madhya Pradesh, India",2024-04-07 16:00:00,95.0,90.6,39.2,14.47,0.0,0,,0,0.0,20.4,6.9,200.0,1008.0,50.0,3.7,700.4,2.5,7,,Partially cloudy,partly-cloudy-day,"VABP,42667099999",April 2024.csv,.csv,,,,,,,,,
